"CODIGO","pH","DBO","E_coli","nitro_amon","nitro_kjeldahl","nitro_total","fosforo_total","temp_agua","turbidez","solidos_totais","oxigenio_dissolvido","Condutividade"
"87398950",6.9,5,4,NA,1.42,1.42,0.113,25,20,121,6.5,90
"87398900",6.8,5,40,NA,1.61,1.61,0.0883,31,20,112,8.7,47
"87405500",6.6,11,12.8,NA,6.62,6.62,0.353,31,8.5,160,5.3,147
"87398950",6.4,3,10.4,NA,0.79,0.79,0.0908,20,23,93,7.8,43
"87398900",6.9,3,32,NA,1.45,1.45,0.118,28,19,127,7.6,NA
"87398950",6.7,2,16.8,NA,0.76,0.76,0.0326,16,17,75,8.5,47
"87409900",6.6,4,40,NA,1.23,1.23,0.162,16,12,80,7.3,70
"87409900",6.7,3,6.4,NA,1.37,1.37,0.138,16,22,201,6.9,60.6
"87405500",6.3,4,10.4,NA,2.25,2.25,0.217,18.5,17,84,6.7,72.7
"87398900",7.1,2,18.4,NA,1.34,1.34,0.0879,28,23,123,6.3,56
"87398900",7,5,560,NA,0.49,0.49,0.0883,16,12,78,8.7,40
"87405500",6.4,3,12.8,NA,0.51,0.51,0.177,21,18,102,6,70
"87398950",6.4,1,6.4,NA,0.71,0.71,0.0337,16,16,87,8.5,40
"87405500",6.5,1,6.4,NA,0.74,0.74,0.053,16,10,74,7.5,70
"87398950",7.1,5,640,NA,0.83,0.83,0.0616,21,10,68,6.6,70
"87398900",6.8,2,104,NA,0.65,0.65,0.0908,20,19,109,8.6,40
"87398500",7.2,2,40,NA,0.71,0.71,0.0678,25,20,95,5.6,62
"87405500",7,3,24,NA,1.75,1.75,0.17,21,12,86,5.3,90
"87398980",6.9,3,96,0.15,0.68,0.68,0.108,13.3,35,55,7.9,48.3
"87405500",6.6,3,1.6,0.82,1.49,1.49,0.136,16.9,47,84,5.2,71
"87398900",6.3,2,176,NA,0.53,0.53,0.0216,15,14,58,10.5,30
"87409900",6,2,13.6,NA,1.11,1.11,0.107,14,24,96,8.2,60
"87398900",6.7,2,160,NA,1.05,1.05,0.0394,21,11,67,7.3,60
"87409900",6.2,4,72,NA,1.98,1.98,0.268,15,14,95,8.4,80
"87398980",6.2,1,4,0.14,0.82,0.82,0.0474,17.3,35,81,8.2,49.2
"87405500",6.5,3,12.8,NA,0.83,0.83,0.178,25,16,135,4.8,49
"87398900",6.7,2,21.6,NA,0.65,0.65,0.045,21,42,69,6,50
"87409900",6.3,11,12.8,NA,7.19,7.19,0.482,35,5.8,153,11.1,168
"87398950",6.6,1,4,NA,1.16,1.16,0.0675,24,10,83,5.3,33
"87398500",6.4,3,240,NA,1.08,1.08,0.0353,22,13,77,6.4,49
"87405500",5.9,1,4,NA,1.01,1.01,0.017,14,30,80,8.8,50
"87398950",7.1,3,12.8,NA,1.51,1.51,0.123,15,18,99,5.2,101
"87398500",6.8,3,640,NA,0.77,0.77,0.0646,19,16,98,8.6,60
"87405500",6.3,3,40,NA,1.53,1.53,0.0536,15,15,101,5.8,80
"87405500",7,2,3.2,0.51,1.27,1.27,0.11,15.1,69,120,6.1,39
"87398500",6.9,2,160,NA,1,1,0.0527,25,11,92,5.6,68
"87398500",6.1,2,40,NA,1.47,1.47,0.118,23,31,116,7.5,50
"87398900",6.3,2,64,NA,0.65,0.65,0.0394,13.8,17,69,6.8,30.6
"87405500",6.4,4,6.4,1.57,2.37,2.37,0.244,16.5,60,103,5.9,80
"87398900",6.2,3,240,NA,1.08,1.08,0.0979,20,27,108,7.9,54
"87398500",6.8,2,160,NA,1.51,1.51,0.0807,19,18,97,7,110
"87398950",6.2,2,2.4,NA,1.16,1.16,0.105,13.5,48,89,5.9,69
"87398900",6.7,1,88,NA,0.65,0.65,0.0728,22,14,79,8,40
"87398900",6.3,2,24,NA,0.82,0.82,0.0501,26.5,57,107,5.5,37.5
"87405500",6.3,2,104,NA,0.93,0.93,0.0779,16,20,77,7,42.3
"87398500",6.9,2,104,NA,1.62,1.62,0.103,27,13,96,5.1,85
"87398500",6.4,3,136,NA,1.32,1.32,0.0783,31,6.5,87,4.2,55
"87398980",7,1,56,0.16,0.66,0.66,0.01,13.9,21,73,7.2,41
"87398900",6.4,1,24,NA,0.87,0.87,0.0675,26,9.7,87,5.4,30
"87406900",7,2,13.6,0.61,1.34,1.34,0.156,15.3,68,115,6.7,59
"87398950",6.5,2,720,NA,0.8,0.8,0.0381,16,10,72,8.9,50
"87398900",6.5,1,56,NA,0.79,0.79,0.0436,19,17,83,7,45
"87405500",6.6,2,11.2,0.79,1.55,1.55,0.173,14.6,45,80,6.2,73
"87398500",6.1,2,91,0.31,NA,1.6,0.0761,25.6,36,102,6.6,126.3
"87398950",6.3,2,104,NA,0.73,0.73,0.0489,14.3,20,75,6.5,36.8
"87398950",6.1,3,640,NA,0.88,0.88,0.0548,25.6,10,66,6.1,54
"87398900",6.5,1,160,NA,0.75,0.75,0.0457,23.2,9,53,10.2,43.2
"87398900",7,1,130,0.15,NA,0.66,0.0314,15.5,41,86,9.9,61.6
"87398980",6.3,2,104,0.06,0.71,0.71,0.0296,20.5,35,56,6,54.1
"87398500",6.9,1,192,NA,0.66,0.66,0.03,25,14,61,6.8,50
"87398500",6.5,1,136,NA,0.66,0.66,0.0574,24,11,76,7,37
"87409900",6.2,4,40,NA,1.51,1.51,0.187,15,21,133,5.4,100
"87405500",6.4,2,128,NA,1.85,1.85,0.163,16,25,121,7.9,69
"87398900",6.7,1,136,NA,0.9,0.9,0.0125,27,19,117,6.3,41
"87398900",6,1,40,NA,0.59,0.59,0.0252,16.5,25,55,8,57
"87398950",6.4,1,7.2,NA,1.35,1.35,0.0831,25,62,110,6.2,60
"87398900",6.2,1,192,NA,0.52,0.52,0.0472,17,10,59,9.8,40
"87398950",6.5,1,160,NA,0.75,0.75,0.0584,18.2,13,66,8.3,51.5
"87398500",7.7,1,240,NA,0.82,0.82,0.0823,16,18,86,9.8,50
"87398900",6.3,2,184,NA,1.12,1.12,0.247,25,20,101,8.7,60
"87398500",7.9,1,80,0.17,0.89,0.89,0.0713,22.1,31,90,6.9,90.4
"87398500",6.6,1,59.2,0.18,0.18,0.18,0.0482,27.2,26,64,5.6,71.2
"87405500",6,3,40,0.97,1.8,1.8,0.233,23.8,61,87,6.9,75
"87398500",7.1,1,192,NA,0.64,0.64,0.0394,25,19,51,6.6,50
"87409900",6.4,5,12.8,NA,0.66,0.66,0.22,24,24,133,3.4,62
"87398500",6.8,2,640,NA,1.37,1.37,0.0976,12,16,89,9,50
"87398500",7.5,1,91,0.17,NA,0.89,0.045,17.8,26,91,6.8,120
"87398500",6.43,1,184,NA,0.96,0.96,0.087,23,17,69,8.5,56.6
"87398980",6.4,1,160,0.18,0.72,0.72,0.01,16.4,31,63,8.9,39.8
"87398900",6.3,3,219,0.18,NA,1.01,0.083,19.7,57,88,6.4,69.4
"87409900",6.6,3,72,NA,2.74,2.74,0.399,16,20,99,6.5,85
"87405500",6.7,3,40,NA,1.69,1.69,0.204,24.4,40,94,4.6,67.8
"87398500",7.1,1,136,NA,0.74,0.74,0.117,19.5,21,102,7.3,70
"87398500",6.4,3,250,0.03,NA,1.13,0.18,13,62,67,12.4,88.8
"87398900",6.1,3,80,0.1,0.6,0.6,0.198,28,39,84,5,51.7
"87405500",6.5,3,24,NA,2.94,2.94,0.205,12,53,112,6.2,90
"87398500",6.8,1,90,0.25,NA,0.79,0.113,12,46,99,9.9,111.2
"87398980",7.3,1,184,0.18,0.68,0.68,0.0593,15.2,42,81,9.1,57.2
"87405500",6.1,1,13.6,NA,1.4,1.4,0.102,15,12,84,6.1,50
"87398900",6.3,1,80,0.2,1.07,1.07,0.048,17.8,37,70,7.7,44.4
"87398980",6.6,1,160,0.13,0.73,0.73,0.0367,18,39,67,8.2,51
"87398900",7.2,1,11,0.19,NA,1.29,0.097,26.7,83,137,5.8,74.3
"87398900",6.3,1,24,NA,0.96,0.96,0.0736,27,85,116,8,60
"87398500",6.8,2,148,0.17,NA,0.9,0.104,18.4,45,80,6,80
"87398900",7,1,136,NA,0.66,0.66,0.0325,15.5,15,74,6.3,61
"87398980",7,1,488,0.13,NA,0.64,0.0115,14.3,26,68,9,50
"87398900",6,1,104,0.14,0.71,0.71,0.0563,16.2,39,73,9.8,54.3
"87406900",7.2,11,72,5.62,7.9,7.9,0.757,27.2,95,216,6.2,255
"87398500",6,2,168,0.2,1.3,1.3,0.0846,25.5,67,131,8.3,NA
"87409900",6.5,3,5.6,NA,0.5,0.5,0.272,22,12,98,3.2,80
"87398900",6.6,1,48,0.12,0.8,0.8,0.0512,16,47,70,6.6,42.9
"87409900",6.8,4,128,NA,1.98,1.98,0.268,22,13,93,4.4,110
"87398500",6.3,1,64,NA,0.82,0.82,0.0711,15,17,82,6.4,36.6
"87398900",7,1,70,0.15,NA,0.78,0.113,20.3,53,80,12,52.5
"87398900",6.6,1,32,NA,0.94,0.94,0.0676,33.1,70,103,5.2,71
"87406900",5.5,3,16,0.88,1.62,1.62,0.264,13,88,115,10.2,74.8
"87406900",6.4,5,43.2,1.64,2.43,2.43,0.314,17,41,91,4.9,84.4
"87398900",6.6,1,400,NA,1.06,1.06,0.0678,27,22,116,7.3,45
"87398980",6.9,2,480,0.307,NA,1.327,0.081,20,74,111,8.5,103.2
"87398900",6.7,2,100,0.061,NA,0.763,0.07,22,93,113,6,47.6
"87398900",6.4,1,640,NA,1.3,1.3,0.0481,16,10,69,9,40
"87398500",6.3,3,690,0.08,NA,1.11,0.085,26.3,68,93,6.6,94.1
"87398500",6.4,1,200,0.2,NA,0.88,0.105,22,28,70,7.2,60.3
"87398500",6,1,104,NA,0.8,0.8,0.0407,29.8,44,89,6.6,79
"87398500",6.4,1,200,0.2,NA,0.86,0.061,26.3,34,61,6.4,69.1
"87405500",5.3,2,8,0.46,1.33,1.33,0.214,12.9,80,101,10.3,58.6
"87406900",6.9,6,128,2.19,3.15,3.15,0.287,17,59,124,5.1,131.1
"87398980",5.9,1,160,0.11,0.75,0.75,0.02,21.6,44,65,9.1,53
"87405500",6.2,3,32,0.89,1.98,1.98,0.211,16.7,41,85,5,73.8
"87398980",6.2,1,320,0.12,0.64,0.64,0.028,26.8,35,74,7.2,51.1
"87398900",5.8,2,64,NA,1.25,1.25,0.0785,30,80,109,5.8,57
"87398980",7.2,1,290,0.1,NA,0.69,0.038,23.7,69,96,8.2,52.5
"87398950",6.8,1,104,NA,0.92,0.92,0.0595,24.8,35,10,5.3,72.2
"87398900",6.3,1,80,0.16,0.91,0.91,0.0694,24.5,77,89,9.3,54
"87406900",6.7,4,40,1.33,2.89,2.89,0.226,16.9,49,89,4.5,89
"87398500",6.8,1,800,0.1,1.02,1.02,0.0446,20,14,89,7.3,54
"87398950",6.4,1,560,NA,0.69,0.69,0.0629,20,16,86,7.6,50
"87398500",6.7,2,2240,NA,0.87,0.87,0.097,14,27,84,9.9,50
"87398980",6.4,1,128,0.044,0.544,0.544,0.0387,14.2,37,54,6.8,33
"87398950",6.8,2,500,0.1,NA,1,0.148,27.5,54,93,10.5,69.07
"87405500",6.4,2,24,NA,1.44,1.44,0.173,22,15,89,3.8,75
"87405500",6.6,4,24,1.67,2.66,2.66,0.259,16.8,66,127,4.7,119.2
"87398980",7.1,1,214,0.12,NA,0.71,0.06,19,37,67,6.1,53.8
"87398500",5.9,1,172,0.12,NA,1,0.045,25,36,74,7.2,111.3
"87398500",6.4,1,160,0.1,0.69,0.69,0.0846,12.9,60,94,8.9,82.1
"87398500",6.2,2,216,0.37,1.66,1.66,0.137,29.5,76,120,6.4,90
"87398900",6.1,1,64,NA,0.96,0.96,0.0514,26,63,80,6,50
"87398900",6.2,1,272,0.08,NA,0.66,0.06,12.5,44,41,12.3,56.66
"87405500",6.3,3,10.4,0.79,1.84,1.84,0.198,19.2,80,133,4.6,88.5
"87398900",6.3,1,80,0.22,1.4,1.4,0.0813,19.6,65,109,7.1,67.5
"87398950",6.1,1,231,0.05,NA,0.85,0.07,16.5,35,67,11.9,64.67
"87398980",7,1,400,0.17,NA,0.74,0.06,21,38,67,6.5,50.9
"87398900",6.5,1,1360,NA,0.64,0.64,0.0577,15,11,68,9.5,45
"87398900",6.7,5,19.2,2.77,4.68,4.68,0.643,26.7,65,114,4.3,58.7
"87398500",6.7,1,240,NA,0.95,0.95,0.0879,26,22,130,5.3,53
"87406900",6.6,3,36,1.52,2.4,2.4,0.29,14.7,56,107,5.3,82.2
"87405500",6.4,3,24,NA,7.35,7.35,0.773,15.6,25,114,6.4,192
"87405500",5.6,2,13.6,0.51,1.4,1.4,0.146,18.5,85,115,6.3,48
"87405500",5.5,2,10.4,0.43,1.29,1.29,0.16,13.8,58,105,6.2,63.2
"87398950",6.9,1,8.8,NA,0.98,0.98,0.0804,25,51,83,4,60
"87398950",7,5,20,NA,1.52,1.52,0.2,26.8,54,131,2.6,101.9
"87398500",6.1,1,240,NA,0.99,0.99,0.123,20,15,95,6.7,82.8
"87398900",6.9,1,155.2,0.19,0.93,0.93,0.0809,18.9,58,107,6.5,77.7
"87409900",6.5,3,12.8,NA,0.89,0.89,0.409,21,17,109,3.5,120
"87398500",6.3,1,148.8,0.53,NA,5.53,0.133,26,30,68,7.2,NA
"87398980",6.2,1,240,0.18,0.98,0.98,0.01,16.5,20,51,6.2,41
"87398950",6.4,1,7.2,NA,1.19,1.19,0.107,33,51,113,3.7,83.6
"87398900",6.6,2,240,NA,0.82,0.82,0.0548,24.6,45,59,4.5,44
"87398980",6,1,400,0.049,0.549,0.549,0.01,17.5,28,50,7.5,50
"87406900",5.8,2,17.6,0.51,1.43,1.43,0.179,13.9,61,110,6,67.2
"87405500",6.8,2,24,NA,1.53,1.53,0.164,23.4,51,77,3.9,69
"87398500",6.5,1,208,0.18,0.97,0.97,0.157,19.1,51,116,10.9,99.7
"87398980",6.1,1,240,0.18,0.68,0.68,0.0178,16,16,48,6.2,46.9
"87398980",5.9,1,104,0.14,0.65,0.65,0.0196,15.6,29,54,6.3,38.4
"87398500",6.4,2,104,NA,1.02,1.02,0.0909,21.2,48,105,4.6,78.8
"87398500",6.1,1,80,0.15,0.78,0.78,0.0779,13.6,59,85,7.3,67
"87398980",5.9,1,200,0.12,0.62,0.62,0.028,12.2,31,337,12.1,28.8
"87406900",6.2,4,128,0.91,2.72,2.72,0.374,23.8,75,119,5.5,85
"87398900",5.2,2,160,0.16,0.91,0.91,0.0679,12.5,57,79,9.7,43.5
"87398950",6.8,1,24,NA,1.16,1.16,0.0899,25,59,104,4.4,47
"87398980",6,1,88,0.085,0.585,0.585,0.092,15.7,28,51,6.1,39.8
"87406900",6.5,4,600,1.13,1.64,1.64,0.181,14.8,47,93,5.5,64.7
"87398900",6.1,1,32,NA,1.2,1.2,0.0352,26,10,69,3.7,51
"87398900",5.6,1,88,NA,0.91,0.91,0.0532,24.9,37,18,6,49.9
"87398900",5.5,2,16,0.25,1.46,1.46,0.103,28.3,77,115,4.6,74.9
"87409900",6,2,128,NA,3.26,3.26,0.363,19.5,11,80,5.7,94.3
"87398500",7.9,1,199,0.25,NA,0.91,0.171,19.1,31,122,5.8,164.1
"87398500",6.6,1,117,0.24,NA,0.81,0.0771,14.6,33,76,5.6,86.3
"87409900",5.5,3,18.4,NA,2.17,2.17,0.227,15.1,67,102,5.7,83
"87398500",6.3,1,64,NA,0.95,0.95,0.14,12,47,116,6.5,90
"87398500",5.5,1,68.8,0.25,1.02,1.02,0.0649,12,65,85,9.8,54.9
"87398500",6.6,1,727,0.06,NA,1.08,0.113,25,43,92,7.2,68.2
"87398500",7.1,1,720,NA,0.99,0.99,0.0911,25.2,56,128,6.9,80.9
"87398900",6.6,1,50,0.03,NA,0.095,0.064,28,61,104,13.8,60.9
"87398980",5.8,1,24,0.052,0.552,0.552,0.0665,15.8,24,62,5,42.4
"87398900",6,1,176,NA,0.6,0.6,0.0732,13.9,49,91,7,62
"87406900",5.8,5,400,0.84,1.91,1.91,0.222,18.5,86,119,6.2,52
"87398900",5.6,1,240,NA,0.96,0.96,0.0477,24.1,44,63,7.2,46
"87398980",6.5,1,130,0.06,NA,0.71,0.053,15.1,39,71,5.4,46.2
"87398900",5.5,1,136,NA,0.59,0.59,0.0406,16,45,59,7.4,45
"87405500",7.1,5,128,NA,17.8,17.8,0.505,26,19,132,4.3,131
"87398500",6.4,3,80,0.27,2.45,2.45,0.204,33.4,156,191,6.8,91.1
"87398500",6.4,1,400,NA,1.01,1.01,0.0984,22.3,69,93,7.2,55
"87398900",6.8,1,104,NA,1.13,1.13,0.0804,26,62,97,4.6,101
"87398980",6.7,1,328,0.19,0.76,0.76,0.0979,24.5,73,111,6,18
"87398950",7.1,1,12.8,NA,1.06,1.06,0.0896,30.5,55,98,3.1,72.8
"87409900",6.9,3,40,NA,1.97,1.97,0.276,19,76,154,4.2,96
"87406900",6.3,4,64,3.17,4.32,4.32,0.352,17.4,54,119,4.6,100.3
"87398950",6.3,2,12.8,NA,1.43,1.43,0.121,26.5,62,108,3,124
"87405500",6.4,2,12.8,NA,3.53,3.53,0.284,22,46,123,3.8,117.9
"87405500",6.8,3,40,NA,5.24,5.24,0.495,25,19,132,3.5,170
"87398500",6.6,3,548,0.21,NA,0.93,0.137,23.8,51,84,4.2,75.5
"87405500",6.3,3,19.2,1.05,2,2,0.249,24.3,86,162,3.8,73.4
"87398500",6.2,2,136,NA,0.89,0.89,0.0828,15.3,34,80,4.3,117
"87398900",5.3,1,24,NA,1.04,1.04,0.0964,21,49,67,5.8,53
"87405500",6.3,18,104,NA,1.02,1.02,0.31,25,63,117,1.9,110
"87398980",6.4,1,217.6,0.074,0.584,0.584,0.0351,23,31,51,4.5,46.5
"87405500",6.4,2,472,0.83,1.42,1.42,0.168,14.8,47,89,5.8,58.4
"87398900",6.9,1,720,NA,0.89,0.89,0.0646,25,55,89,5.6,77
"87398950",6.3,3,10400,NA,0.7,0.7,0.0833,22,16,80,6.3,50
"87398500",6.9,3,613,0.18,NA,0.94,0.0999,15,55,79,4.7,71
"87398980",6.8,1,291,0.32,NA,0.83,0.0538,20,44,81,5,50.7
"87398500",6.1,1,32,NA,0.89,0.89,0.0352,27,7.1,54,2.9,60
"87405500",7,1,10.4,NA,1.65,1.65,0.18,19.1,73,119,4.4,76
"87398500",6.3,1,240,NA,0.89,0.89,0.0721,15.2,55,89,6.1,52.2
"87398980",5.3,1,416,0.1,0.61,0.61,0.0246,12.6,32,52,9.6,38.6
"87398500",6.1,1,184,NA,0.84,0.84,0.0577,24,47,87,4.9,70
"87398500",7,2,1200,0.56,1.92,1.92,0.142,22,97,111,7,90
"87398900",5.6,1,184,NA,0.86,0.86,0.0532,17,55,88,7,49.4
"87398900",5.9,1,136,NA,1.16,1.16,0.0846,33,71,114,5,71.9
"87398500",7.2,1,112,NA,0.97,0.97,0.14,20.3,72,100,5.1,86
"87398500",6.2,2,150,0.21,NA,0.98,0.0861,25.6,41,101,3.5,95
"87398950",6.4,2,10400,NA,0.83,0.83,0.0472,15,10,56,7.4,40
"87398500",6.8,2,96,0.28,1.35,1.35,0.175,20.8,191,203,7.6,72.1
"87398500",6.6,1,2400,NA,0.91,0.91,0.143,15.5,25,94,8.8,66
"87398900",6.1,2,18.4,NA,1.7,1.7,0.0826,26,210,248,5.5,NA
"87398900",6.9,2,39,0.35,NA,1.72,0.198,27.3,192,217,5.7,100
"87398950",5.5,1,88,NA,0.51,0.51,0.0592,16.5,47,91,6.1,49
"87405500",6.4,2,18.4,0.69,1.47,1.47,0.157,17,46,77,3.2,77.9
"87398900",5.8,1,400,0.17,0.82,0.82,0.0286,15.3,52,87,7.1,43.8
"87398500",6.4,1,120,0.16,NA,1,0.106,15.2,61,77,5.6,48.7
"87398950",6.6,2,640,NA,1.18,1.18,0.0736,21,47,85,4.5,60
"87398900",6.3,2,33.6,0.48,0.48,0.48,0.0905,29,67,87,2.8,43.9
"87398950",6.8,3,2420,0.53,NA,2.8,0.336,24,51,107,6.4,83.3
"87398500",6.8,1,160,0.13,0.63,0.63,0.025,25.3,9,38,3.1,65.8
"87405500",6.2,3,40,NA,3.59,3.59,0.366,22,20,114,3.3,140
"87398900",6.8,1,720,NA,0.74,0.74,0.0457,25,56,80,5.1,70
"87409900",6.7,10,4,NA,7.9,7.9,1.31,32.5,44,144,2.4,183.6
"87405500",5.2,2,8,0.57,1.47,1.47,0.14,16.4,35,87,4.2,68.5
"87398500",7.3,3,410,0.11,NA,0.9,0.287,14,85,97,5.6,NA
"87398500",7.2,2,4000,NA,0.44,0.44,0.391,14,28,116,8.8,50
"87398980",6.4,1,190,0.02,NA,0.98,0.061,25.6,54,55,13.1,53.9
"87398900",7.2,2,116,0.29,NA,0.956,0.169,27.4,112,147,5.6,86.7
"87398900",5.9,1,60.8,0.19,1,1,0.087,25.4,76,138,4.8,80.5
"87405500",6.8,3,24,1.39,2.1,2.1,0.156,22.7,70,120,2.5,78.8
"87398980",6,1,240,0.13,0.68,0.68,0.0501,17.1,41,79,5.3,54.8
"87398900",7.1,1,2400,0.22,0.85,0.85,0.0716,15.6,69,89,9,56.8
"87405500",6.3,6,13.6,2.24,3.51,3.51,0.534,23.2,136,247,4.9,112.4
"87405500",6.2,2,18.4,NA,1.4,1.4,0.13,23.8,55,83,2.7,72
"87398980",6.4,1,488,0.14,NA,0.72,0.0993,24.6,91,121,6.2,74
"87398900",6.9,1,390.4,0.54,1.73,1.73,0.108,18,97,122,6.7,51.9
"87398900",6.2,1,1840,0.21,1.05,1.05,0.0794,20.4,62,97,8.8,49.3
"87398500",7.4,1,170,0.16,NA,0.78,0.06,16,46,101,4.4,87.2
"87405500",6,2,104,0.77,1.59,1.59,0.284,19.2,64,116,5,73.4
"87398500",5.7,1,21.6,0.16,0.8,0.8,0.107,19.5,28,78,4,NA
"87398950",6.4,2,13600,NA,1.09,1.09,0.0982,23,17,91,7,65
"87398980",6.3,2,584,0.22,0.79,0.79,0.143,26.2,81,85,4.7,47.1
"87405500",5.9,3,24,NA,2.45,2.45,0.261,21.4,49,86,3.2,80
"87405500",6.8,9,128,6.74,11.8,11.8,0.844,28.2,37,178,3.3,86
"87409900",7.2,14,128,NA,19.6,19.6,0.79,29,28,161,2.7,157
"87405500",6.3,6,40,1.82,4.45,4.45,0.335,22.7,159,167,4.8,111.1
"87398980",7.1,1,80,0.32,1.11,1.11,0.0794,25.5,34,81,3,62
"87405500",6.9,7,2400,4.19,NA,5.17,0.58,16.3,41,125,5.4,160.6
"87398500",6.5,1,880,0.19,0.77,0.77,0.0751,19.5,62,90,5.8,67
"87398900",6.1,2,184,0.22,0.22,0.22,0.056,17.4,53,75,3.7,48.1
"87398900",6.8,1,115,0.2,NA,1.03,0.103,15.5,70,99,4.8,48.2
"87406900",6.3,6,17.6,0.25,1.55,1.55,0.198,25.1,95,99,1.9,83.7
"87398500",6.6,1,53,0.228,NA,1,0.094,19.4,70,118,4,105.5
"87406900",6.7,5,23.2,1.3,2.4,2.4,0.311,19,49,111,2,148
"87398980",6,1,160,0.17,1.22,1.22,0.108,17.4,64,96,5.4,57.2
"87398500",6.5,1,240,0.3,0.91,0.91,0.188,19.5,53,112,5,87.9
"87398980",6.2,1,472,0.22,0.85,0.85,0.132,28.1,93,113,5.8,83.8
"87398500",6.9,1,135,0.16,NA,1.3,0.062,24.1,40,97,3.3,106.6
"87398900",5.5,1,45.6,0.4,0.9,0.9,0.54,15.9,39,75,6.8,45.6
"87409900",5.9,4,240,NA,1.32,1.32,0.27,23.1,44,107,3.4,99.2
"87398500",6.1,1,136,NA,0.65,0.65,0.0195,23.9,27,58,3.3,55
"87398900",7,1,240,0.087,0.777,0.777,0.0396,17.2,52,70,4.1,42
"87398900",6.1,1,160,0.36,0.86,0.86,0.188,18.9,51,66,5,39.8
"87398980",6.5,2,730,0.27,NA,1.18,0.0525,26.5,133,137,6.6,78.2
"87398500",6,2,1040,NA,0.69,0.69,0.0348,13,45,82,5.2,72
"87398500",6.9,6,1280,0.33,1.87,1.87,0.152,19.9,67,131,3.3,126.9
"87398980",6.6,2,152,0.16,NA,1.35,0.0964,22,85,115,3.5,114.5
"87398900",6.7,1,214,0.2,NA,0.76,0.113,17.2,57,120,4.6,86.4
"87398500",6.5,1,720,0.18,1.77,1.77,0.139,18.6,80,137,6.5,9.4
"87398900",6.6,1,413.6,0.056,0.876,0.876,0.0765,25,61,81,4.3,47.2
"87398950",5.9,1,264,NA,1.01,1.01,0.0563,15.3,49,87,5.3,51.9
"87398950",5.8,1,7.2,NA,1.57,1.57,0.179,30.7,65,97,3.2,NA
"87398980",6.1,2,12800,0.16,0.79,0.79,0.121,14.8,39,62,9.5,49.3
"87406900",6.5,2,8,0.29,1.26,1.26,0.156,27,96,93,2.3,115.7
"87398500",6.5,1,581.6,0.37,0.88,0.88,0.153,16.8,71,126,5.9,78.3
"87398900",6.2,2,1920,0.19,1.34,1.34,0.201,29,92,117,5.8,47.2
"87398950",6.1,2,19200,NA,1.11,1.11,0.0828,20,24,131,7.9,72.2
"87398950",6.6,1,640,NA,0.83,0.83,0.0516,23.9,44,59,4.1,40
"87406900",6.4,4,54.4,1.39,2.2,2.2,0.201,24.4,80,199,2.4,86.4
"87405500",6.4,1,13.6,NA,3.78,3.78,0.3,19,26,125,3.4,78
"87398900",6.8,1,80,0.33,1.3,1.3,0.179,29.3,119,117,5.5,65.9
"87398900",6.9,1,2400,0.28,NA,1.1,0.117,19.5,83,147,7.2,91.1
"87406900",5.5,4,23.2,0.25,1.82,1.82,0.457,16.8,40,89,3.2,94
"87398900",6.5,1,320,0.13,1.01,1.01,0.089,19.4,101,112,8.6,57.6
"87405500",5.8,4,36.8,1.3,2.77,2.77,0.281,22.1,68,134,2.9,121.6
"87398980",6,1,413.6,0.091,0.981,0.981,0.0794,16,76,58,5.8,48.3
"87398900",6.7,1,160,0.13,1.4,1.4,0.102,26.2,218,188,6.3,72.7
"87398900",5.3,2,80,0.34,1.61,1.61,0.114,23,74,124,4.3,81.7
"87398900",7,1,640,0.2,0.73,0.73,0.0369,15.1,51,89,4.5,39
"87398900",6.5,1,2080,0.073,0.713,0.713,0.0986,18.3,41,75,5.5,46.3
"87398980",6,1,142.4,0.14,1.19,1.19,0.0807,25.8,74,84,4.1,58.4
"87398950",7.3,1,1700,NA,1.23,1.23,0.116,20.5,97,127,6.5,69.6
"87398500",6.7,2,276,0.17,NA,0.84,0.175,14.7,64,141,3.8,121.5
"87405500",6.6,4,24,NA,1.85,1.85,0.23,28,58,83,1.4,100
"87405500",7.3,11,19000,7.3,NA,12.38,0.663,27,41,245,6.5,386
"87406900",6.3,3,74.4,1.24,2.27,2.27,0.334,17,46,86,2.9,91.7
"87398500",7.2,1,413.6,0.38,1.03,1.03,0.121,25.6,60,97,3.8,95.8
"87398980",6.5,1,80,0.13,0.64,0.64,0.0797,21.5,43,70,2.8,50.4
"87409900",6.7,17,128,NA,5.64,5.64,0.857,23,34,114,1.6,160
"87405500",6.2,4,16,1.08,2.5,2.5,0.956,24.6,75,101,3.1,80.9
"87398500",5.5,1,176,NA,0.85,0.85,0.109,15.2,55,77,5.5,62
"87398980",6.3,1,409.6,0.027,0.687,0.687,0.0286,16.9,51,82,4.2,55.8
"87398900",6.9,1,192,0.44,1.86,1.86,0.191,27.6,273,265,7.7,24
"87398900",7.5,2,980,0.17,NA,1.36,0.142,20,149,173,6.8,60
"87405500",6.5,2,13.6,0.61,1.67,1.67,0.191,25.4,82,81,2.1,75.7
"87398950",6.9,1,400,NA,0.91,0.91,0.084,21.9,45,60,3.5,56
"87405500",6.3,7,104,NA,7.1,7.1,0.72,32.1,47,130,2.3,172.6
"87398950",6.2,2,10400,NA,1.07,1.07,0.0668,15.2,24,63,5.8,68
"87398500",6.7,1,64,NA,1.12,1.12,0.0514,28,31,46,2,70
